budget,homepage,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,vote_average,vote_count,movie_type,production_house,country,country _code
26000000,http://www.splicethefilm.com/,37707,en,Splice,23.227877,06-Oct-09,0,104,Released,Science's newest miracle...is a mistake.,5.5,671,"Horror, Thriller, Science Fiction",Gaumont,Canada,CA
26000000,http://www.mgm.com/view/Movie/33/,17047,en,Agent Cody Banks 2: Destination London,10.925618,03-Dec-04,28818995,100,Released,Adventure is an attitude.,5.2,144,Comedy,Splendid Pictures,United States of America,US
26000000,http://www.littlechildrenmovie.com,1440,en,Little Children,11.942862,06-Oct-06,14821658,136,Released,,6.9,240,"Romance, Drama",New Line Cinema,United States of America,US
26000000,http://www.legionmovie.com,22894,en,Legion,30.981604,21-Jan-10,67918658,100,Released,"When the last angel falls, the fight for mankind begins.",5.2,629,Horror,Bold Films,United States of America,US
26000000,http://selflessmovie.tumblr.com/,238615,en,Self/less,66.097437,10-Jul-15,30523226,116,Released,God Created Man. Man Created Immortality.,6.3,1091,"Science Fiction, Mystery, Thriller",Endgame Entertainment,United States of America,US
26000000,http://paulblartmallcop.com/,14560,en,Paul Blart: Mall Cop,31.250383,15-Jan-09,183293131,91,Released,Safety Never Takes A Holiday.,5.2,788,"Action, Adventure, Comedy, Family",Columbia Pictures,United States of America,US
26000000,http://www.universalstudiosentertainment.com/the-40-year-old-virgin/,6957,en,The 40 Year Old Virgin,38.473732,11-Aug-05,109449237,116,Released,"The longer you wait, the harder it gets",6.2,1983,"Comedy, Romance",Universal Pictures,United States of America,US
25530000,,36355,en,Flipper,4.475007,17-May-96,20080020,95,Released,This summer it's finally safe to go back in the water.,5.3,84,"Adventure, Family",Universal Pictures,United States of America,US
25500000,,190955,en,Blood Ties,12.756344,22-Aug-13,2415472,128,Released,Crime runs in the family.,6,171,"Thriller, Crime, Drama",Wild Bunch,France,FR
25485000,,11165,en,Tora! Tora! Tora!,9.795985,26-Jan-70,29548291,144,Released,The incredible attack on Pearl Harbor.,6.9,147,"History, Action, Drama, Adventure, War",Twentieth Century Fox Film Corporation,Japan,JP
25100000,http://www.wthefilm.com,10523,en,W.,10.445391,17-Oct-08,29506464,131,Released,A life misunderestimated.,6.1,143,"Drama, History",Ixtlan Productions,United States of America,US
25000000,,11676,en,Nothing to Lose,8.618208,18-Jul-97,0,97,Released,"When the odds are against you, sometimes the only bet is yourself.",6.3,174,"Action, Adventure, Comedy",Touchstone Pictures,United States of America,US
25000000,,9729,en,Where the Truth Lies,4.051221,07-Oct-05,0,107,Released,,5.9,66,"Drama, Mystery, Thriller",Serendipity Point Films,United States of America,US
25000000,,20309,en,Say It Isn't So,2.909346,12-Mar-01,0,95,Released,,4.8,47,"Comedy, Romance",Twentieth Century Fox Film Corporation,United States of America,US
25000000,,10431,en,War,18.896239,24-Aug-07,40452643,103,Released,Vengeance is the ultimate weapon.,6,414,"Action, Thriller, Crime",Mosaic Media Group,United States of America,US
25000000,,7345,en,There Will Be Blood,37.817905,28-Dec-07,77208711,158,Released,There Will Be Greed. There Will Be Vengeance.,7.9,1537,Drama,Miramax Films,United States of America,US
25000000,,293646,en,The 33,10.699952,06-Aug-15,24902723,120,Released,Hope Runs Deep,6,378,"Drama, History",Alcon Entertainment,United States of America,US
25000000,,6977,en,No Country for Old Men,53.645267,08-Nov-07,171600000,122,Released,There are no clean getaways.,7.7,3003,"Crime, Drama, Thriller",Miramax Films,United States of America,US
25000000,,9903,en,The Hoax,5.073536,14-Oct-06,11772461,116,Released,Never let the truth get in the way of a good story.,6.4,60,"Comedy, Drama",Miramax Films,United States of America,US
25000000,,43931,en,My Soul to Take,7.001176,08-Oct-10,19829957,107,Released,Only One Has The Power To Save Their Souls,5.2,147,"Drama, Horror, Mystery, Thriller",Relativity Media,United States of America,US
25000000,,132363,en,The Butler,32.105328,16-Aug-13,115922175,132,Released,One quiet voice can ignite a revolution.,7.2,1101,Drama,Laura Ziskin Productions,United States of America,US
25000000,,22971,en,Dear John,19.402816,04-Feb-10,114977104,115,Released,Love brought them together. Will fate tear them apart?,6.6,1262,"Drama, Romance, War",Screen Gems,United States of America,US
25000000,,11699,en,The Bad Lieutenant: Port of Call - New Orleans,17.339852,11-Sep-09,10589102,122,Released,The only criminal he can't catch is himself.,6,326,"Drama, Crime",Saturn Films,United States of America,US
25000000,,12404,en,Me and Orson Welles,3.593165,25-Nov-09,2336172,114,Released,If you want to discover life learn from the master,6.6,49,"Comedy, Drama, Romance",Isle of Man Film,United States of America,US
25000000,,152737,en,August: Osage County,20.561682,26-Dec-13,74188937,121,Released,Misery loves family,6.9,483,"Comedy, Drama",Jean Doumanian Productions,United States of America,US
25000000,,200505,en,Draft Day,14.17009,11-Apr-14,28831145,109,Released,The greatest victories don't always happen on the field.,6.5,304,Drama,Summit Entertainment,United States of America,US
25000000,,9067,en,Tank Girl,8.186936,31-Mar-95,4064495,98,Released,"In 2033, justice rides a tank and wears lip gloss.",5.5,138,"Action, Comedy, Fantasy, Science Fiction",Trilogy Entertainment Group,United States of America,US
25000000,,18550,en,Fled,2.77255,19-Jul-96,17193231,98,Released,See how they run.,5.2,47,"Action, Comedy, Thriller",Metro-Goldwyn-Mayer (MGM),United States of America,US
25000000,,10861,en,Maximum Risk,10.115011,13-Sep-96,51702483,100,Released,The Other Side of Safety.,5.2,101,"Action, Adventure, Thriller",Columbia Pictures,United States of America,US
25000000,,40001,en,Mrs. Winterbourne,7.946769,19-Apr-96,10070000,105,Released,The story of a girl who is going from filthy to rich,5.3,25,"Comedy, Romance, Drama",TriStar Pictures,United States of America,US
25000000,,619,en,The Bodyguard,26.576385,25-Nov-92,411006740,129,Released,Never let her out of your sight. Never let your guard down. Never fall in love.,6.1,661,"Thriller, Action, Drama, Music, Romance",Tig Productions,United States of America,US
25000000,,278,en,The Shawshank Redemption,136.747729,23-Sep-94,28341469,142,Released,Fear can hold you prisoner. Hope can set you free.,8.5,8205,"Drama, Crime",Castle Rock Entertainment,United States of America,US
25000000,,1909,en,Don Juan DeMarco,8.870614,01-Oct-94,22200000,97,Released,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,6.2,183,"Romance, Drama, Comedy",New Line Cinema,United States of America,US
25000000,,11969,en,Tombstone,30.537845,25-Dec-93,56505065,130,Released,Justice is coming.,7.4,626,"Action, Adventure, Drama, History, Western",Hollywood Pictures,United States of America,US
25000000,,9469,en,He Got Game,10.232599,01-May-98,21567853,136,Released,"The father, the son and the holy game.",6.7,134,Drama,40 Acres & A Mule Filmworks,United States of America,US
25000000,,22256,en,Without Limits,3.849873,11-Sep-98,777423,117,Released,PRE. The way he competed. The way he lived his life.,6.2,19,Drama,Cruise/Wagner Productions,United States of America,US
25000000,,1934,en,Shakespeare in Love,31.792964,11-Dec-98,289317794,122,Released,Love is the only inspiration.,6.8,796,"Romance, History",Miramax Films,United States of America,US
25000000,,9455,en,The Corruptor,4.068107,12-Mar-99,15156200,110,Released,You can't play by the rules if there aren't any.,6,57,"Action, Crime, Mystery, Thriller",New Line Cinema,United States of America,US
25000000,,380,en,Rain Man,49.510658,11-Dec-88,412800000,133,Released,A journey through understanding and fellowship.,7.6,1709,Drama,United Artists,United States of America,US
25000000,,10776,en,Little Shop of Horrors,12.113235,19-Dec-86,38748395,94,Released,Don't feed the plants.,6.6,384,"Horror, Comedy, Music",The Geffen Company,United States of America,US
25000000,,2669,en,The Bounty,7.436491,04-May-84,8613462,132,Released,"After 200 years, the truth behind the legend.",6.5,108,"Action, Drama, History",Dino De Laurentiis Company,United States of America,US
25000000,,322,en,Mystic River,31.242999,07-Oct-03,156822020,138,Released,"We bury our sins, we wash them clean.",7.6,1422,"Thriller, Crime, Drama, Mystery",Village Roadshow Pictures,United States of America,US
25000000,,10623,en,Cradle 2 the Grave,12.837116,28-Feb-03,56489558,101,Released,Mortal enemies make dangerous friends.,5.8,236,"Action, Crime, Drama",Silver Pictures,United States of America,US
25000000,,15487,en,The Greatest Game Ever Played,7.538513,30-Sep-05,15431177,120,Released,Based on a True Story,6.9,110,"Drama, Family",Walt Disney Pictures,United States of America,US
25000000,,9779,en,The Sisterhood of the Traveling Pants,17.17372,01-Jun-05,39053061,119,Released,Laugh. Cry. Share the pants.,6.3,386,"Drama, Comedy",DiNovi Pictures,United States of America,US
25000000,,14177,en,Beauty Shop,5.625632,02-Jun-05,36351350,105,Released,A Cut Above,5.4,115,"Comedy, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,US
25000000,,2085,en,Romeo Must Die,19.750059,20-Mar-00,91036760,115,Released,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",6,330,"Action, Crime, Thriller",Silver Pictures,United States of America,US
25000000,,12211,en,Highlander: Endgame,11.782725,01-Sep-00,15843608,87,Released,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.",4.4,104,"Action, Fantasy, Science Fiction",Davis-Panzer Productions,United States of America,US
25000000,,6552,en,Idle Hands,8.583217,30-Apr-99,4152230,92,Released,The touching story of a boy and his right hand.,6.1,182,"Thriller, Comedy, Horror",Columbia Pictures Corporation,United States of America,US
25000000,,12589,en,Jimmy Neutron: Boy Genius,12.739721,21-Dec-01,80936232,83,Released,"He may be small, but he's got a big brain!",5.6,231,"Action, Adventure, Animation, Comedy, Family, Fantasy, Science Fiction",Nickelodeon Movies,United States of America,US
25000000,,9352,en,EuroTrip,25.848003,20-Feb-04,20796847,93,Released,No actual Europeans were harmed in the making of this film.,6.5,656,Comedy,DreamWorks SKG,United States of America,US
25000000,,10591,en,The Girl Next Door,39.784026,09-Apr-04,30411183,108,Released,Matt never saw her coming... but all his friends had!,6.3,824,Comedy,Regency Enterprises,United States of America,US
25000000,,168530,en,Ride Along,28.468,07-Jan-14,153997819,99,Released,Propose to this cop's sister? Rookie mistake.,6.1,853,"Action, Comedy",Universal Pictures,United States of America,US
25000000,,8850,en,The Shadow,8.178203,01-Jul-94,48063435,108,Released,The Shadow Knows!,5.4,138,"Adventure, Fantasy, Action, Thriller, Science Fiction",Universal Pictures,United States of America,US
25000000,,111,en,Scarface,70.105981,08-Dec-83,65884703,170,Released,The world is yours...,8,2948,"Action, Crime, Drama, Thriller",Universal Pictures,United States of America,US
25000000,,12277,en,Undercover Brother,6.086083,31-May-02,41604473,86,Released,He's All Action,5.5,112,"Action, Comedy",Universal Pictures,United States of America,US
25000000,,8051,en,Punch-Drunk Love,15.960916,25-Oct-02,17000000,95,Released,,6.9,530,"Comedy, Drama, Romance",Columbia Pictures,United States of America,US
25000000,,13374,en,Ice Princess,13.288177,17-Mar-05,27645491,98,Released,,5.9,185,"Drama, Comedy, Family",Walt Disney Pictures,United States of America,US
25000000,,57431,en,The Sitter,19.428994,09-Dec-11,34942188,81,Released,Worst. Babysitter. Ever.,5.4,325,Comedy,Twentieth Century Fox Film Corporation,United States of America,US
25000000,,88042,en,Parental Guidance,14.604911,25-Dec-12,119772232,104,Released,Here come the grandparents.  There go the rules.,5.7,210,Comedy,Twentieth Century Fox Film Corporation,United States of America,US
25000000,,788,en,Mrs. Doubtfire,30.884535,24-Nov-93,441286195,125,Released,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,7,1591,"Comedy, Drama, Family",Twentieth Century Fox Film Corporation,United States of America,US
25000000,,11096,en,Hide and Seek,18.228538,27-Jan-05,122644820,101,Released,"Come out, come out, whatever you are.",6.1,440,"Horror, Mystery, Thriller",Twentieth Century Fox Film Corporation,United States of America,US
25000000,,17707,en,Brokedown Palace,7.296459,13-Aug-99,13000000,100,Released,"Their graduation present was a trip to paradise, but they never thought they would land in hell.",6.2,111,"Drama, Thriller",Twentieth Century Fox Film Corporation,United States of America,US
25000000,,117,en,The Untouchables,38.272889,02-Jun-87,76270454,119,Released,What are you prepared to do?,7.6,1384,"Crime, Drama, History, Thriller",Paramount Pictures,United States of America,US
25000000,,10136,en,The Golden Child,15.26213,12-Dec-86,79817939,94,Released,Eddie Murphy is the chosen one.,5.6,304,"Action, Adventure, Comedy",Paramount Pictures,United States of America,US
25000000,,590,en,The Hours,20.953265,27-Dec-02,41597830,114,Released,The time to hide is over. The time to regret is gone. The time to live is now.,7,451,Drama,Paramount Pictures,United States of America,US
25000000,,1831,en,The Next Best Thing,3.707511,03-Mar-00,24362772,108,Released,Best Friends Make The Best Mistakes,4.3,29,Comedy,Paramount Pictures,United States of America,US
25000000,,1268,en,Mr. Bean's Holiday,27.683874,22-Mar-07,229736344,90,Released,Disaster has a passport.,6.1,663,"Family, Comedy",Tiger Aspect Productions,United Kingdom,GB
25000000,,109091,en,The Counselor,35.022029,25-Oct-13,71009334,117,Released,Sin Is A Choice.,5,712,"Thriller, Crime, Drama",Ingenious Media,United Kingdom,GB
25000000,,6116,en,Spice World,6.889437,19-Dec-97,100000000,93,Released,You say you want a revolution?,4.7,123,"Adventure, Fantasy, Drama, Comedy, Music",Columbia Pictures Corporation,United Kingdom,GB
25000000,,866,en,Finding Neverland,34.160448,17-Oct-04,116766556,106,Released,Where will your imagination take you?,7.2,1223,Drama,Miramax Films,United Kingdom,GB
25000000,,392,en,Chocolat,28.727731,14-Dec-00,152500343,121,Released,...and the world is still indulging!,6.8,951,"Comedy, Drama, Romance",Miramax Films,United Kingdom,GB
25000000,,9787,en,Lords of Dogtown,8.127728,03-Jun-05,13411957,107,Released,"They never thought they'd be famous, but they always thought they'd be friends.",7,210,Drama,Columbia Pictures,Germany,DE
25000000,,9266,en,Blue Crush,11.42943,08-Aug-02,51842679,104,Released,"Three Friends, One Passion, No Limits.",5.6,159,Adventure,Imagine Entertainment,Germany,DE
25000000,,11932,en,Bride of Chucky,14.340095,16-Oct-98,50671850,89,Released,Chucky Gets Lucky.,5.5,350,"Horror, Comedy",Universal Pictures,Canada,CA
25000000,,11058,en,Godsend,12.10235,30-Apr-04,30114487,102,Released,"When a miracle becomes a nightmare, evil is born.",4.7,114,"Drama, Horror, Science Fiction, Thriller",Lions Gate Films,Canada,CA
25000000,,9286,en,Final Destination 3,31.64341,10-Feb-06,117719158,93,Released,This Ride Will Be The Death Of You.,5.8,974,"Horror, Mystery",New Line Cinema,Canada,CA
25000000,,8681,en,Taken,80.879032,18-Feb-08,226830568,93,Released,They took his daughter.  He'll take their lives.,7.2,4369,"Action, Thriller",Twentieth Century Fox Film Corporation,France,FR
25000000,,227707,en,The Adventurer: The Curse of the Midas Box,8.842722,05-Dec-13,6399,99,Released,The new name for adventure.,5.1,73,"Fantasy, Adventure, Family",Matador Pictures,Belgium,BE
25000000,,33157,en,Waterloo,1.894749,26-Oct-70,3052000,128,Released,,7,31,"History, Action, Drama",Paramount Pictures,Italy,IT
25000000,,1497,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,15.505137,22-Mar-91,78000000,88,Released,"Cowabunga, it's the new turtle movie.",5.8,286,"Science Fiction, Adventure, Action, Comedy, Family",New Line Cinema,Hong Kong,HK
25000000,,15992,en,Abandon,3.888776,14-Oct-02,10719357,99,Released,Watch who you leave behind.,4.6,45,"Drama, Mystery, Thriller",Paramount Pictures,Australia,AU
25000000,,11283,en,Nanny McPhee,24.356483,21-Oct-05,122489822,97,Released,You'll Learn To Love Her. Warts And All.,6.4,711,"Fantasy, Comedy, Family",Universal Pictures,France,FR
25000000,,1164,en,Babel,25.785925,08-Sep-06,135330182,143,Released,If You Want to be Understood...Listen,6.9,1055,Drama,Paramount Vantage,France,FR
25000000,,1985,en,The Constant Gardener,20.679652,31-Aug-05,82466670,129,Released,Love. At any cost.,6.8,417,"Drama, Mystery, Thriller",Studio Babelsberg,China,CN
25000000,,2140,en,Kiss of the Dragon,16.936576,06-Jul-01,64437847,98,Released,Kiss Fear Goodbye,6.4,298,"Action, Crime, Thriller",Twentieth Century Fox Film Corporation,France,FR
25000000,,634,en,Bridget Jones's Diary,35.310712,13-Apr-01,281929795,97,Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,6.5,1356,"Comedy, Romance, Drama",Miramax Films,France,FR
25000000,,38543,en,Ironclad,12.31708,03-Mar-11,0,121,Released,Heavy metal goes medieval.,6.2,227,"Romance, Adventure, Action, History",Rising Star,United Kingdom,GB
25000000,,242166,en,Red Sky,3.344158,12-Mar-14,0,100,Released,Go Rogue,4.1,26,"Action, Thriller",Aldamisa Entertainment,Russia,RU
25000000,,11954,en,Lifeforce,12.18362,20-Jun-85,0,116,Released,"In the blink of an eye, the terror begins.",6.2,135,"Fantasy, Horror, Science Fiction, Thriller",TriStar Pictures,United Kingdom,GB
25000000,,9912,en,The World's Fastest Indian,8.450513,12-Oct-05,0,127,Released,,7.3,166,Drama,New Zealand Film Commission,New Zealand,NZ
25000000,,19495,en,Nomad,8.212018,17-Jul-05,0,112,Released,Courage know no limit,4.3,17,"Action, History, War",Wild Bunch,France,FR
25000000,,13491,sv,Arn: Tempelriddaren,6.091033,17-Dec-07,0,139,Released,A Knight in the Holy Land. A Woman in the Frozen North. A War that Kept Them Apart.,6.4,76,"Action, Adventure, Drama, Romance",Danmarks Radio (DR),Sweden,SE
25000000,,77459,fr,Un monstre à Paris,17.375562,12-Oct-11,0,90,Released,,6.5,313,"Adventure, Animation, Comedy, Family, Fantasy",Europa Corp,France,FR
25000000,,290864,cn,一個人的武林,6.895866,31-Oct-14,0,100,Released,Kung Fu is a Skill for Killing,6.5,114,"Crime, Action, Thriller",Emperor Motion Pictures,Hong Kong,HK
25000000,,36696,ru,Белка и Стрелка. Звёздные собаки,5.753564,18-Mar-10,6500000,85,Released,,6.3,10,"Family, Animation",CN Film,United States of America,US
25000000,http://www.littlewhiteliesmovie.co.uk/,48034,fr,Les petits mouchoirs,15.279021,20-Oct-10,48531470,154,Released,The one thing friends can't escape is a few home truths.,7.1,380,"Comedy, Drama",M6 Films,France,FR
25000000,http://www.thetransporterrefueled.com/,287948,en,The Transporter Refueled,25.002715,03-Sep-15,72629670,96,Released,He Delivers.,5.2,559,"Thriller, Action, Crime",EuropaCorp,Belgium,BE
25000000,http://www.thegreythemovie.com/,75174,en,The Grey,48.552871,26-Jan-12,77278331,117,Released,Live or Die on This Day,6.4,1451,"Action, Drama, Thriller",Scott Free Productions,Canada,CA
25000000,http://www.sonyclassics.com/carnage/site/index.html,72113,en,Carnage,20.011435,16-Sep-11,27603069,80,Released,A new comedy of no manners,7,738,"Comedy, Drama",Wild Bunch,Spain,ES
25000000,http://www.ontheroad-themovie.com/?lang=en,83770,en,On the Road,14.613152,22-May-12,8784318,137,Released,The best teacher is experience.,5.5,301,"Adventure, Drama",American Zoetrope,Brazil,BR
25000000,http://www.maoslastdancermovie.com/,33870,en,Mao's Last Dancer,1.876811,01-Oct-09,20719451,117,Released,最后的舞者,6.8,28,"Drama, Romance",Great Scott Productions Pty. Ltd.,Australia,AU
25000000,http://www.goodluckchuckthemovie.com/,10030,en,Good Luck Chuck,21.729434,21-Sep-07,59192128,101,Released,He has to break his curse before she breaks his heart.,5.5,444,"Comedy, Drama, Romance",Lionsgate,Canada,CA
25000000,http://www.cellularthemovie.com/,9759,en,Cellular,24.459948,06-Sep-04,56422687,94,Released,If the signal dies so does she,6.1,537,"Action, Adventure, Crime, Thriller",New Line Cinema,Germany,DE
25000000,http://www.blindness-themovie.com/,8338,en,Blindness,17.603823,14-May-08,19844979,121,Released,,6.4,387,"Drama, Mystery, Science Fiction, Thriller",Rhombus Media,Brazil,BR
25000000,http://thehelpmovie.com/#/splash,50014,en,The Help,42.191509,09-Aug-11,124272124,146,Released,Change begins with a whisper.,7.8,1910,Drama,DreamWorks SKG,India,IN
25000000,https://www.uphe.com/movies/legend-2015,276907,en,Legend,32.854557,09-Sep-15,42972994,131,Released,"Love, fight, live, rule like a legend.",6.7,973,"Crime, Thriller",Working Title Films,United Kingdom,GB
25000000,http://www.theinfiltrator.com/,325789,en,The Infiltrator,24.672234,13-Jul-16,15436808,127,Released,The true story of one man against the biggest drug cartel in history.,6.6,573,"Crime, Drama, Thriller",Good Films,United Kingdom,GB
25000000,http://movies.disney.com/return-to-oz,13155,en,Return to Oz,5.650125,21-Jun-85,11137801,109,Released,An all-new adventure down the yellow brick road.,6.7,120,"Adventure, Family, Fantasy",Silver Screen Partners II,United Kingdom,GB
25000000,https://www.facebook.com/JaneGotAGunFilm/,174751,en,Jane Got a Gun,15.333575,01-Jan-16,1397284,98,Released,,5.4,285,"Action, Drama, Western",Handsomecharlie Films,United States of America,US
25000000,http://www.warriorfilm.com/index2.html,59440,en,Warrior,51.915025,09-Sep-11,23057115,140,Released,Fight for Family,7.7,1272,"Action, Drama",Solaris Film,United States of America,US
25000000,http://www.warnerbros.com/goodfellas,769,en,GoodFellas,63.654244,12-Sep-90,46836394,145,Released,Three Decades of Life in the Mafia.,8.2,3128,"Drama, Crime",Winkler Films,United States of America,US
25000000,http://www.theupintheairmovie.com/,22947,en,Up in the Air,33.704181,05-Sep-09,163670000,109,Released,The story of a man ready to make a connection.,6.7,1205,"Drama, Romance",Paramount Pictures,United States of America,US
25000000,http://www.theofficialjohncarpenter.com/big-trouble-in-little-china/,6978,en,Big Trouble in Little China,29.796394,30-May-86,11000000,99,Released,Adventure doesn't come any bigger!,7.1,705,"Action, Adventure, Comedy, Fantasy",Twentieth Century Fox Film Corporation,United States of America,US
25000000,http://www.thehousebunny.com/,12620,en,The House Bunny,25.838073,22-Aug-08,70442940,97,Released,"For the girls of ZETA house college life was no party, until Shelley showed up.",5.6,529,"Romance, Comedy",Columbia Pictures,United States of America,US
25000000,http://www.thegamblermovie.com/,284536,en,The Gambler,22.622453,25-Dec-14,39171130,111,Released,The only way out is all in,5.7,543,"Thriller, Crime, Drama",Paramount Pictures,United States of America,US
25000000,http://www.the-losers.com/,34813,en,The Losers,24.903418,23-Apr-10,23580000,97,Released,Anyone Else Would Be Dead By Now.,6.2,515,"Action, Adventure, Crime, Mystery, Thriller",DC Comics,United States of America,US
25000000,http://www.strawdogsmovie.com/,64639,en,Straw Dogs,7.473455,16-Sep-11,10324441,110,Released,Everyone Has A Breaking Point,5.5,144,"Drama, Thriller",Battleplan Productions,United States of America,US
25000000,http://www.stoplossmovie.com/,8988,en,Stop-Loss,4.002579,28-Mar-08,11207130,113,Released,The bravest place to stand is by each other's side.,6.1,82,"Drama, War",Paramount Pictures,United States of America,US
25000000,http://www.painandgainmovie.com/,134374,en,Pain & Gain,31.893932,18-Apr-13,86175291,130,Released,Their American dream is bigger than yours.,6.1,1573,"Thriller, Crime, Action",Paramount Pictures,United States of America,US
25000000,http://www.nostringsattachedmovie.com/,41630,en,No Strings Attached,38.688822,21-Jan-11,147780440,107,Released,Friendship has its benefits.,6.1,1331,"Comedy, Romance",Katalyst Films,United States of America,US
25000000,http://www.dontbeafraidofthedark.com/,46261,en,Don't Be Afraid of the Dark,14.562197,06-Nov-10,36993168,99,Released,Fear is never just make believe,5.4,341,"Fantasy, Horror, Thriller",Miramax Films,United States of America,US
25000000,http://www.disastermovie.net/,13805,en,Disaster Movie,16.238961,29-Aug-08,14109284,87,Released,Your favorite movies are going to be destroyed.,3,240,"Action, Comedy",Grosvenor Park Media Ltd.,United States of America,US
25000000,http://www.conspiratorthemovie.com/,60309,en,The Conspirator,9.169271,10-Sep-10,15478800,122,Released,One bullet killed the President. But not one man.,6.2,137,"Crime, Drama, History",Wildwood Enterprises,United States of America,US
25000000,http://www.cloverfieldmovie.com/,7191,en,Cloverfield,46.942396,15-Jan-08,170764026,85,Released,Some Thing Has Found Us,6.4,2251,"Action, Thriller, Science Fiction",Paramount Pictures,United States of America,US
25000000,http://www.bloodrayne-themovie.com/main/index.html,168705,en,BloodRayne,7.008216,22-Oct-05,2405420,95,Released,Revenge never tasted so sweet.,3.5,118,"Action, Adventure, Fantasy, Horror",Boll KG,United States of America,US
25000000,http://www.1408-themovie.com/,3021,en,1408,35.169779,12-Jul-07,94679598,104,Released,The only demons in room 1408 are those within you.,6.5,1343,"Horror, Thriller",The Weinstein Company,United States of America,US
25000000,http://whatjusthappenedfilm.com/,8944,en,What Just Happened,8.31653,17-Oct-08,6673422,104,Released,Admit nothing.,5.2,127,"Comedy, Drama",2929 Productions,United States of America,US
25000000,http://theluckyonemovie.warnerbros.com/,77877,en,The Lucky One,26.811541,19-Apr-12,99357138,101,Released,,6.8,946,"Drama, Romance",Village Roadshow Pictures,United States of America,US
25000000,http://thegiverfilm.com/,227156,en,The Giver,53.811461,11-Aug-14,66980456,94,Released,Search for truth. Find freedom.,6.4,1798,"Drama, Science Fiction",The Weinstein Company,United States of America,US
25000000,http://theageofadalinemovie.com,293863,en,The Age of Adaline,82.052056,16-Apr-15,65663276,112,Released,Love is timeless.,7.4,1990,"Fantasy, Drama, Romance",Lakeshore Entertainment,United States of America,US
25000000,http://michaelclayton.warnerbros.com/,4566,en,Michael Clayton,18.961323,28-Sep-07,92991835,119,Released,The truth can be adjusted,6.5,501,"Drama, Mystery, Crime",Castle Rock Entertainment,United States of America,US
25000000,http://www.thefightermovie.com,45317,en,The Fighter,31.019381,17-Dec-10,93617009,116,Released,Every dream deserves a fighting chance.,7.2,1486,Drama,Paramount Pictures,United States of America,US
25000000,http://movies.disney.com/million-dollar-arm,198185,en,Million Dollar Arm,17.312433,09-May-14,38307627,124,Released,"Sometimes to win, sometimes you have to change the game",6.6,259,Drama,Walt Disney Pictures,United States of America,US
25000000,http://augustrushmovie.warnerbros.com/,5123,en,August Rush,29.533437,21-Nov-07,66122026,114,Released,An incredible journey moving at the speed of sound,7.1,797,Drama,Warner Bros.,United States of America,US
25000000,http://www.contrabandmovie.net,77866,en,Contraband,31.364901,12-Jan-12,63100000,109,Released,What would you hide to protect your family?,6.1,770,"Thriller, Action, Drama, Crime",Universal Pictures,United States of America,US
24000000,,688,en,The Bridges of Madison County,17.606087,28-May-95,182016617,135,Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,7.3,385,"Drama, Romance",Amblin Entertainment,United States of America,US
24000000,,4233,en,Scream 2,35.244037,09-Dec-97,172363301,120,Released,Someone has taken their love of sequels one step too far.,6.1,840,"Horror, Mystery",Miramax Films,United States of America,US
24000000,,177,en,The Fisher King,16.146572,09-Sep-91,41895491,137,Released,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.",7.2,341,"Comedy, Drama",TriStar Pictures,United States of America,US
24000000,,2621,en,Return to Me,5.771479,07-Apr-00,36609995,115,Released,A comedy straight from the heart,6.1,67,"Romance, Comedy, Drama",Metro-Goldwyn-Mayer (MGM),United States of America,US
24000000,,10208,en,Muppets from Space,6.589193,14-Jul-99,16290976,87,Released,Space. It's not as deep as you think.,5.8,92,"Fantasy, Comedy, Science Fiction, Family",Columbia Pictures,United States of America,US
24000000,,16888,en,The Ladies Man,2.259537,13-Oct-00,13700000,84,Released,He's cool. He's clean. He's a love machine.,5.7,34,Comedy,SNL Studios,United States of America,US
24000000,,14369,en,Out Cold,4.12064,21-Nov-01,14782676,89,Released,"They haven't quite figured it all out, but they're getting a little warmer.",5.8,53,Comedy,Spyglass Entertainment,United States of America,US
24000000,,24961,en,The Wiz,2.753313,24-Oct-78,21049053,134,Released,From the book that's an American tradition… from the smash-hit Broadway show… the entertainment of the year!,5.9,58,"Adventure, Family, Fantasy, Music",Universal Pictures,United States of America,US
24000000,,184098,en,Think Like a Man Too,15.237142,20-Jun-14,70181428,105,Released,,6.4,225,"Comedy, Romance",Will Packer Productions,United States of America,US
24000000,,20761,en,Play It to the Bone,5.566203,25-Dec-99,8434146,124,Released,,5.7,53,"Comedy, Drama",Touchstone Pictures,United States of America,US
24000000,,168,en,Star Trek IV: The Voyage Home,22.258428,25-Nov-86,133000000,119,Released,The key to saving the future can only be found in the past.,6.9,477,"Science Fiction, Adventure",Paramount Pictures,United States of America,US
